text,label,
"I'm very disappointed. It's been difficult thus far, even though I trusted you with the wrong merchandise.",Dissatisfied,
"OMG, your support team sucks. subscription cancellation issues has been dragging on for WEEKS now. Fix it NOW!",Highly Dissatisfied,
Total disaster from start to finish. Will never trust you again.,Highly Dissatisfied,
No response for a week. I guess my issue isn't important.,Highly Dissatisfied,
The issue with logging in is an inconvenience I'd like fixed soon. Please assist.,Dissatisfied,
"Not cool. I expected better service, but website bugs has been such a hassle.",Dissatisfied,
Quit pretending you care about customers. We can all see through the act.,Dissatisfied,
I'd like to check if my refund request is currently being reviewed.,Neutral,
This login issue is inconvenient and disruptive. Please fix it right away.,Dissatisfied,
"I don't mean to be critical, but the problem with the account login was not handled professionally at all.",Dissatisfied,
"product malfunction was sorted out fast, and the experience was smooth. Great job!",Satisfied,
I'm  impressed. billing error was fixed sooner than expected. Good work!,Satisfied,
"This is outrageous! I've been waiting for 8 days, and still no update on my customer service rudeness.",Highly Dissatisfied,
I need assistanc with adding an item to order ,Neutral,
I expected better service. communication issues was below par.,Dissatisfied,
"Seriously, y'all could simplify this. Return took forever.",Dissatisfied,
"Kind of disappointed. The product malfunction wasn't great, but it's manageable.",Slightly Dissatisfied,
"This is a disgrace. Seriously, what kind of service are you running?",Highly Dissatisfied,
"The service got the job done, but the updates could've been better.",Slightly Dissatisfied,
"It arrived, but the delivery process took longer than expected.",Slightly Dissatisfied,
"The item works fine, but it's not as described.",Neutral,
"This is outrageous! I've been waiting for 5 days, and still no update on my order delivery.",Highly Dissatisfied,
The account login issue was fixed perfectly.keep up the good work!,Satisfied,
"The overall experience was fine, but unexpected charges left me feeling a bit unsure.",Neutral,
It's shocking that a simple billing mistake is so difficult for you to resolve.,Highly Dissatisfied,
I'm happy with the communication issues; it went smoothly.,Satisfied,
This is utterly ridiculous,Highly Dissatisfied,
Excellent work on resolving my account login troubles.appreciated!,Satisfied,
"It's been decent overall, though the wait times could have been much shorter.",Neutral,
I feel disappointed that my problem is still unresolved after I've raised it.,Dissatisfied,
"Lowkey, the service worked, but the messaging wasn't on point.",Slightly Dissatisfied,
 The return system could definitely be improved.,Dissatisfied,
I can't believe how fast the replacement arrived.thank you for the quick work.,Satisfied,
"I was hoping for a faster resolution, but it's taking a bit longer than I expected.",Slightly Dissatisfied,
I appreciate the quick resolution on the bugs; the website feels flawless now.,Satisfied,
would it be possible to swap an article of order ?,Neutral,
Frustrating,Dissatisfied,
Just checking if customer service rudeness is being looked into. Let me know.,Neutral,
i need help to change an item of purchase ,Neutral,
"This is outrageous! I've been waiting for 4 days, and still no update on my customer service rudeness.",Highly Dissatisfied,
Trash,Dissatisfied,
"I expected this to be wrapped up already, feeling a little let down.",Slightly Dissatisfied,
The malfunctioning product didn?t meet the standard I was hoping for.,Slightly Dissatisfied,
I've received the wrong product. It's very frustrating.,Dissatisfied,
"Fine overall, just a little let down by the incorrect item.",Slightly Dissatisfied,
Absolutely ridiculous! missing items in order is still unresolved after 9 days. Do I need to beg now?,Highly Dissatisfied,
I want information about modifying order ,Neutral,
"Package finally came, but ngl, the delay wasn't it.",Slightly Dissatisfied,
Where is my order? It's been 5 days without a single update!,Highly Dissatisfied,
Absolutely ridiculous! account login issue is still unresolved after 13 days. Do I need to beg now?,Highly Dissatisfied,
I'm slightly disappointed with how things turned out.,Dissatisfied,
Great experience overall. The minor delay in shipping didn't ruin it for me.,Satisfied,
How tf do you call this service? Pathetic handling of subscription cancellation issues.,Highly Dissatisfied,
can I delete an item from purchase  ?,Neutral,
The issue with logging into my account has been disruptive. Can you fix it soon?,Dissatisfied,
how do I correct purchase ?,Neutral,
"It's been decent so far. technical support delays wasn't perfect, but it wasn't a disaster either.",Neutral,
The cancellation process was handled with speed and professionalism.thank you!,Satisfied,
"The returns were fine, but I felt they could've been smoother.",Slightly Dissatisfied,
I've been patient enough! It's time to get some clear answers about these unexpected charges!,Highly Dissatisfied,
i cant change an item of purchase ,Neutral,
"So disappointed. I trusted you with refund request, and it's been a pain so far.",Dissatisfied,
I'm following up on refund request. When can I expect it to be resolved?,Neutral,
remove article from purchase ,Neutral,
Never in my life have I been this pissed off with a company. Shameful.,Highly Dissatisfied,
Daylight robbery. Never buying from you again.,Highly Dissatisfied,
Good service! technical support was resolved efficiently.,Satisfied,
"The overall experience was fine, but account login issue left me feeling a bit unsure.",Neutral,
Thanks for addressing the missing items so efficiently.everything was seamless.,Satisfied,
I appreciate the way account setup was dealt with. Thank you!,Satisfied,
"I'm not super pissed, but it's frustrating that no one replies to emails.",Slightly Dissatisfied,
"I'm beyond angry. Paid for subscription cancellation issues, and now this? So done with this crap.",Highly Dissatisfied,
I appreciate the efficient handling of the website issues; it's a pleasure to use now.,Satisfied,
"I'm beyond angry. Paid for overbilling, and now this? So done with this crap.",Highly Dissatisfied,
"This is outrageous! I've been waiting for 6 days, and still no update on my billing error.",Highly Dissatisfied,
This has been a top-notch experience; you've exceeded all expectations.,Satisfied,
I'd appreciate it if you could tell me whether my refund request is active.,Neutral,
Outstanding work! The service surpassed all my expectations.,Satisfied,
This is a joke! I paid for delivery and now I'm dealing with this garbage!,Highly Dissatisfied,
They didn't take any care or pay any attention. I was rushed through and still don't have what I wanted.,Dissatisfied,
This billing mistake is unacceptable and should have been resolved immediately!,Highly Dissatisfied,
"The missing items were taken care of promptly, making my experience smooth.great job!",Satisfied,
The refund process was handled perfectly.thank you for the great service!,Satisfied,
Regrettable,Dissatisfied,
Quick resolution of the support delays resulted in an excellent experience.,Satisfied,
I expected more from y'all. This ain't it.,Dissatisfied,
This is the worst experience I've ever had.do you even care about your customers?,Highly Dissatisfied,
This is the worst experience ever. customer service rudeness has been mishandled again and again.,Highly Dissatisfied,
The account setup was fine. Nothing exceptional.,Neutral,
I'm done with this! How can a simple question about my service activation delay go unanswered?,Highly Dissatisfied,
Shitty,Highly Dissatisfied,
I appreciate how seriously you took my concerns.thank you!,Satisfied,
"I didn't love it, but I didn't hate it either.",Neutral,
This kind of delay is completely unacceptable.,Dissatisfied,
assistance to switch an item of purchase ,Neutral,
"This isn't the worst, but it's far from good. Do better.",Slightly Dissatisfied,
"Thank you for the quick resolution! Minor glitch, but the overall service was fantastic.",Satisfied,
Not fully satisfied due to product quality.,Slightly Dissatisfied,
The account login issue wasn't resolved properly. I expected better support.,Dissatisfied,
"Seriously, $100 for this? What a scam!",Highly Dissatisfied,
want help switching some damn products of purchase ,Neutral,
The item is slightly different from the online picture. Can you explain why?,Neutral,
"It wasn't the best, but it also wasn't a disaster, just a bit of a wait.",Neutral,
